id,created_at,updated_at,video_name,thumbnail_url,video_url,quiz,tags
17,"2018-03-27 07:02:33.593870",NULL,"Laundry delivery process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Laundry+delivery+process_9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Articulate+Made+Videos/Laundry+Process/Laundry+Delivery+Process/Laundry+delivery+process+07.03.18.mp4,"[{u'Question': u'In Case Of DND, Where Is The Laundry Kept?', u'Options': [{u'text': u'Reception', u'isAns': True}, {u'text': u'Staff room', u'isAns': False}, {u'text': u'Laundry vendor', u'isAns': False}]}, {u'Question': u'Where Is The  Laundry  On Hanger  Placed?', u'Options': [{u'text': u'Inside the wardrobe', u'isAns': True}, {u'text': u'On the chair', u'isAns': False}, {u'text': u'On the bed', u'isAns': False}]}, {u'Question': u'Where Is The Folded Laundry Is Placed?', u'Options': [{u'text': u'On Bed', u'isAns': True}, {u'text': u'Chair', u'isAns': False}, {u'text': u'Writing Table', u'isAns': False}]}]",NULL
18,"2018-03-27 07:02:33.750278",NULL,"Bathroom Cleaning-Shower Area Cleaning (1)(Scrubbing)",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-shower+area+cleaning+%5B1-2%5D+9-3-2018.jpg,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Bathroom+Cleaning/Shower+Area+Cleaning/Hk-shower+Area+Cleaning+%5B1-2%5D+5march-1.m4v,"[{u'Question': u'Which Cleaning Agent Is Used To Scrub The Bucket & Mug?', u'Options': [{u'text': u'R3', u'isAns': False}, {u'text': u'R2', u'isAns': True}, {u'text': u'R6', u'isAns': False}]}, {u'Question': u'Which Cleaning Equipment Is Used To Scrub The Shower Area Walls?', u'Options': [{u'text': u'Nylon Scrubber', u'isAns': False}, {u'text': u'Hand tool', u'isAns': True}, {u'text': u'Tooth Brush', u'isAns': False}]}, {u'Question': u'Which Cleaning Tool Is Used For Corners Cleaning?', u'Options': [{u'text': u'Hand tool', u'isAns': False}, {u'text': u'Toothbrush', u'isAns': True}, {u'text': u'Nylon Scrubber', u'isAns': False}]}]",NULL
19,"2018-03-27 07:02:33.905849",NULL,"Bathroom Cleaning-Shower Area Cleaning (2)(Rinsing and Wiping)",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-shower+area+cleaning+%5B2-2%5D+9-3-2018.jpg,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Bathroom+Cleaning/Shower+Area+Cleaning/Hk-shower+Area+Cleaning+%5B2-2%5D+5march-1.m4v,"[{u'Question': u'To Rinse The Walls & Fittings We Should Use?', u'Options': [{u'text': u'Coloured Plastic Mug', u'isAns': True}, {u'text': u'Bucket', u'isAns': False}, {u'text': u'Tumbler', u'isAns': False}]}, {u'Question': u'After Removing The Excess Water From The Walls Wipe The Walls With?', u'Options': [{u'text': u'Yellow Duster', u'isAns': True}, {u'text': u'Red Duster', u'isAns': False}, {u'text': u'Green Duster', u'isAns': False}]}, {u'Question': u'After Rinsing The Shower Area All The Excess Water From The Walls Should Be Removed Using?', u'Options': [{u'text': u'Small Wiper', u'isAns': True}, {u'text': u'Green Duster', u'isAns': False}, {u'text': u'Nylon Scrubber', u'isAns': False}]}, {u'Question': u'After Scrubbing The Shower Area All The Excess Water From The Walls Should Be Removed Using?', u'Options': [{u'text': u'Small Wiper', u'isAns': True}, {u'text': u'Green Duster', u'isAns': False}, {u'text': u'Nylon Scrubber', u'isAns': False}]}]",NULL
21,"2018-03-27 07:02:34.061033",NULL,"Tab Check In - Upgrade Occupancy",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+In-1.1++Upgrade+Occupancy+(2).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+In+1.1/Tab+Check+In-1.1++Upgrade+Occupancy+(2).m4v,"[{u'Question': u'Through Upgrade Occupancy We Can ?', u'Options': [{u'text': u'Increase Occupancy', u'isAns': True}, {u'text': u'Increase & Decrease Occupancy', u'isAns': False}, {u'text': u'Decrease Occupancy', u'isAns': False}]}, {u'Question': u'Room Rate Does Not Change When We Upgrade Occupancy ?', u'Options': [{u'text': u'True', u'isAns': False}, {u'text': u'False', u'isAns': True}]}, {u'Question': u'Reservation Created Will Feature Under ?', u'Options': [{u'text': u'Checked In', u'isAns': False}, {u'text': u'Booked ', u'isAns': True}, {u'text': u'Completed', u'isAns': False}]}]",NULL
22,"2018-03-27 07:02:34.467449",NULL,"Tab Check In- Filling The Digital A&D",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+In-1.1+Filling+The+Digital+A%26D+(3).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+In+1.1/Tab+Check+In-1.1+Filling+The+Digital+A%26D+(3).m4v,"[{u'Question': u'Trip Details To Include ?', u'Options': [{u'text': u'Coming From & Next City', u'isAns': False}, {u'text': u'Purpose, Coming From & Next City ', u'isAns': True}, {u'text': u'Purpose', u'isAns': False}]}, {u'Question': u'Incase Of A Double Occupancy ?', u'Options': [{u'text': u'No A & D To Be Filled', u'isAns': False}, {u'text': u'A & D To Be Filled For A Single Guest ', u'isAns': False}, {u'text': u'A & D For Both The Guests To Be Filled ', u'isAns': True}]}, {u'Question': u'Choose The Right Option- For The Guest ID ?', u'Options': [{u'text': u'Front And Back Picture Should Be Clicked ', u'isAns': True}, {u'text': u'No Picture To Be Taken ', u'isAns': False}, {u'text': u'Only Front Of The ID', u'isAns': False}]}]",NULL
23,"2018-03-27 07:02:34.623515",NULL,"Bathroom Cleaning-Preparing To Clean",http://d255tx56tiemkm.cloudfront.net/Thumbnails/hk-preparing+to+clean+bathroom+%5B1%5D+9-3-2018.jpg,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Bathroom+Cleaning/Preparing+To+Clean+The+Bathroom/Hk-preparing+To+Clean+Bathroom%5B1%5D+5march.m4v,"[{u'Question': u'Which Tool Is Used To Clean The WC Bowl?', u'Options': [{u'text': u'Toilet Brush', u'isAns': True}, {u'text': u'Hand tool', u'isAns': False}, {u'text': u'Nylon Scrubber', u'isAns': False}]}, {u'Question': u'How Is The Cleaning Agent Pour Into The WC Bowl?', u'Options': [{u'text': u'Circular Motion', u'isAns': True}, {u'text': u'Dropper', u'isAns': False}, {u'text': u'Sprayed ', u'isAns': False}]}, {u'Question': u'Which Cleaning Agent Is Use For Cleaning The WC?', u'Options': [{u'text': u'R2', u'isAns': False}, {u'text': u'R3', u'isAns': False}, {u'text': u'R6', u'isAns': True}]}]",NULL
24,"2018-03-27 07:02:35.023720",NULL,"Tab Check In - Allocating A Room & GRC Process",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+In-1.1-Allocating+A+Room+%26+GRC+Process+(4).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+In+1.1/Tab+Check+In-1.1+Allocating+A+Room+%26+GRC+Process+(4).m4v,"[{u'Question': u'GRC Needs To Be Printed & Filed With ?', u'Options': [{u'text': u'Guest & Managers Signature', u'isAns': True}, {u'text': u'GM Signature', u'isAns': False}, {u'text': u'Managers Signature', u'isAns': False}]}, {u'Question': u'GRC Number Needs To Be Written Down In Which Column Of The Physical A & D', u'Options': [{u'text': u'Name ', u'isAns': False}, {u'text': u'Address', u'isAns': False}, {u'text': u'Signature', u'isAns': True}]}, {u'Question': u'Full Form Of GRC Is ', u'Options': [{u'text': u'Guest Request Card', u'isAns': False}, {u'text': u'Guest Registration Card ', u'isAns': True}, {u'text': u'Guest Room Card', u'isAns': False}]}, {u'Question': u'While Allocating The Room, The Room Number Should Have A Tick & The Colour Should Be ?', u'Options': [{u'text': u'Red', u'isAns': False}, {u'text': u'Blue', u'isAns': False}, {u'text': u'Green', u'isAns': True}]}]",NULL
25,"2018-03-27 07:02:35.449446",NULL,"Divermite chemicals",http://d255tx56tiemkm.cloudfront.net/Thumbnails/divermite+%5B1%5D+9-3-2018.jpg,http://d255tx56tiemkm.cloudfront.net/GRA+Videos/Caddy+Setup/OYO+Divermite+5march.mp4,"[{u'Question': u'Dilution Ratio Of R5 Plus Is ?', u'Options': [{u'text': u'100 ml in 750 ml water', u'isAns': False}, {u'text': u'75 ml in 750 ml water', u'isAns': True}, {u'text': u'175 ml in 750 ml water', u'isAns': False}]}, {u'Question': u'1 Push Of  R3 Plus Is Equivalent To?', u'Options': [{u'text': u'6 ml', u'isAns': True}, {u'text': u'10 ml', u'isAns': False}, {u'text': u'25 ml', u'isAns': False}]}, {u'Question': u'How Many Push Are Required For R2 Plus From The Dispenser?', u'Options': [{u'text': u'3 push', u'isAns': False}, {u'text': u'1 push', u'isAns': True}, {u'text': u'5 push', u'isAns': False}]}]",NULL
26,"2018-03-27 07:02:35.604584",NULL,"Tab Check In - Extend Stay",http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Video+Thumbnails+/Tab+Check+In-1.1+Extend+Stay+(5).png,http://d255tx56tiemkm.cloudfront.net/GRE+Videos/Tab+Videos/Tab+Check+In+1.1/Tab+Check+In-1.1+Extend+Stay+(5).m4v,"[{u'Question': u'Manage Guest Helps Us To ?', u'Options': [{u'text': u'Edit Digital A and D & Check Out A Guest ', u'isAns': True}, {u'text': u'Book Rooms ', u'isAns': False}, {u'text': u'Add Payments', u'isAns': False}]}, {u'Question': u'What New Options Feature On The Tab Screen, After Allocating Room & Printing The GRC', u'Options': [{u'text': u'Booked, Rooms', u'isAns': False}, {u'text': u'Manage Guests, Extend Stay', u'isAns': True}, {u'text': u'Create Booking , Tasks', u'isAns': False}]}]",NULL
29,"2018-03-27 07:02:35.760306",NULL,"Starting the day (starting the day, check grooming, points to remember, GRA uniform)",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Starting+The+Day+1_9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Articulate+Made+Videos/Starting+The+Day/Starting+The+Day+1+07.03.18.mp4,"[{u'Question': u'The T-Shirt Has?', u'Options': [{u'text': u'OYO Logo', u'isAns': True}, {u'text': u'Hotel Name', u'isAns': False}, {u'text': u'None', u'isAns': False}]}, {u'Question': u'A GRA Should Wear?', u'Options': [{u'text': u'Black Belt', u'isAns': True}, {u'text': u'Brown Belt', u'isAns': False}, {u'text': u'None', u'isAns': False}]}, {u'Question': u'Collect The Following While Starting The Day?', u'Options': [{u'text': u'Keys & Floor Report', u'isAns': True}, {u'text': u'Discard Linen Register', u'isAns': False}, {u'text': u'Dirty Linen', u'isAns': False}]}]",NULL
30,"2018-03-27 07:02:36.163409",NULL,"Starting the day (handover process, GRA workflow, stand up)",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Starting+The+Day+2_9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Articulate+Made+Videos/Starting+The+Day/Starting+The+Day+2+07.03.18.mp4,"[{u'Question': u'Room Cleaning Should Be Done Between?', u'Options': [{u'text': u'8 pm-12 am', u'isAns': False}, {u'text': u'12:30 pm-3:30 pm', u'isAns': True}, {u'text': u'1 pm-5 pm', u'isAns': False}]}, {u'Question': u'What All Should A Gra Collect While Taking Handover?', u'Options': [{u'text': u'All Relevant Keys', u'isAns': True}, {u'text': u'Any Lost & Found', u'isAns': False}, {u'text': u'Any Maintenance', u'isAns': False}]}, {u'Question': u'What Time Does The Stand Up Start?', u'Options': [{u'text': u'7 am', u'isAns': True}, {u'text': u'9 am', u'isAns': False}, {u'text': u'4 pm', u'isAns': False}]}]",NULL
31,"2018-03-27 07:02:36.319974",NULL,"Hot Log Sheet ",http://d255tx56tiemkm.cloudfront.net/GRE+Articulate+Made+Videos/GRE+Articulate+Thumbnails+/Hot+Log+Sheet+1.1.png,http://d255tx56tiemkm.cloudfront.net/GRE+Articulate+Made+Videos/Hot+Log+Sheet+1.1.m4v,"[{u'Question': u'HM To Check The Hot Log Sheet On A ?', u'Options': [{u'text': u'Daily Basis', u'isAns': True}, {u'text': u'Weekly Basis', u'isAns': False}, {u'text': u'Monthly Basis', u'isAns': False}]}, {u'Question': u'The Purpose Of Hot Log Sheet Is To Maintain ?', u'Options': [{u'text': u'Lost & Found Details ', u'isAns': False}, {u'text': u'Guest Requests ', u'isAns': True}, {u'text': u'Repair & Maintenance Details', u'isAns': False}]}]",NULL
32,"2018-03-27 07:02:36.484550",NULL,"Starting the day (How to fill the GRA floor report)",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Starting+The+Day+3_9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Articulate+Made+Videos/Starting+The+Day/Starting+The+Day+3+07.03.18.mp4,"[{u'Question': u'Who Will Verify & Sign The GRA Floor Report Sheet?', u'Options': [{u'text': u'HM/GRE', u'isAns': True}, {u'text': u'GRA', u'isAns': False}, {u'text': u'GM', u'isAns': False}]}, {u'Question': u'Who Will Fill The  GRA Floor Report Sheet?', u'Options': [{u'text': u'GRA', u'isAns': True}, {u'text': u'GRE', u'isAns': False}, {u'text': u'HM', u'isAns': False}]}, {u'Question': u'How Do We Indicate The Occupied Rooms On GRA Floor Report?', u'Options': [{u'text': u'Occ', u'isAns': True}, {u'text': u'O', u'isAns': False}, {u'text': u'Occupied', u'isAns': False}]}]",NULL
33,"2018-03-27 07:02:36.889486",NULL,"Starting the day (Work flow prioritizing & sequence of service)",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Starting+The+Day+4_9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Articulate+Made+Videos/Starting+The+Day/Starting+The+Day+4+07.03.18.mp4,"[{u'Question': u'While Prioritizing The Work Check & Arrange?', u'Options': [{u'text': u'Linen', u'isAns': False}, {u'text': u'Cleaning caddy', u'isAns': True}, {u'text': u'Guest supplies', u'isAns': False}]}, {u'Question': u'Occupied Guest Rooms Should Not Be Entered  Before?', u'Options': [{u'text': u'10 am', u'isAns': True}, {u'text': u'12 noon', u'isAns': False}, {u'text': u'01 pm', u'isAns': False}]}, {u'Question': u'Which Rooms Are Serviced First?', u'Options': [{u'text': u'Rooms on guest request', u'isAns': True}, {u'text': u'DND rooms', u'isAns': False}, {u'text': u'Departure rooms', u'isAns': False}]}]",NULL
34,"2018-03-27 07:02:37.293903",NULL,"Laundry Special Instruction Process",http://d255tx56tiemkm.cloudfront.net/Thumbnails/Special+Instruction+Process_9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Articulate+Made+Videos/Laundry+Process/Special+Instruction+Process/Special+Instruction+Process+09.03.18.mp4,"[{u'Question': u'Any Kind Of Special Laundry Request To Be Handled By?', u'Options': [{u'text': u'GRA', u'isAns': False}, {u'text': u'GM', u'isAns': False}, {u'text': u'HM', u'isAns': True}]}, {u'Question': u'Who Should Be Approached For Checking Laundry Delivery Time Before Informing The Guest?', u'Options': [{u'text': u'HM', u'isAns': True}, {u'text': u'GRA', u'isAns': False}, {u'text': u'Laundry vendor', u'isAns': False}]}, {u'Question': u'Who Handles All Dry Cleaning Requests ?', u'Options': [{u'text': u'HM', u'isAns': True}, {u'text': u'GM', u'isAns': False}, {u'text': u'GRE', u'isAns': False}]}]",NULL
35,"2018-03-27 07:02:37.947408",NULL,"Staffing Science-Shift Coverage ",http://d255tx56tiemkm.cloudfront.net/GRE+PPT+Made+Videos/GRE+PPT+Thumbnails/Staffing+Science-Shift+Coverage.png,http://d255tx56tiemkm.cloudfront.net/GRE+PPT+Made+Videos/Staffing+Science+(+Shift+Coverage+)++8+march.m4v,"[{u'Question': u'Deep Cleaning Tasks Should Be Carried Out By The Night Shift GRA ?', u'Options': [{u'text': u'True', u'isAns': True}, {u'text': u'False ', u'isAns': False}]}, {u'Question': u'Day Book & Physical A&D Completion Should Not Happen During Night Shift ?', u'Options': [{u'text': u'True ', u'isAns': False}, {u'text': u'False ', u'isAns': True}]}, {u'Question': u'Property Rounds Should Be Done In All Shifts ?', u'Options': [{u'text': u'True', u'isAns': True}, {u'text': u'False', u'isAns': False}]}]",NULL
36,"2018-03-27 07:02:38.687018",NULL,"DND Procedure ",http://d255tx56tiemkm.cloudfront.net/Thumbnails/DND+Procedure_9-3-2018.png,http://d255tx56tiemkm.cloudfront.net/GRA+Articulate+Made+Videos/DND+Procedure/DND+Procedure+09.03.18.mp4,"[{u'Question': u'Where Do We Record DND rooms?', u'Options': [{u'text': u'Hotel log book', u'isAns': True}, {u'text': u'Hot log sheet', u'isAns': False}, {u'text': u'Food order tracker', u'isAns': False}]}, {u'Question': u'What Time Do We Open The DND Room?', u'Options': [{u'text': u'2100 hrs', u'isAns': True}, {u'text': u'1800 hrs', u'isAns': False}, {u'text': u'1630 hrs', u'isAns': False}]}, {u'Question': u'What Time Do We Recheck A DND Room?', u'Options': [{u'text': u'1300 hrs', u'isAns': False}, {u'text': u'1600 hrs', u'isAns': True}, {u'text': u'1500 hrs', u'isAns': False}]}]",NULL
